Event,Track,Material,StepLength(mm),Edep(MeV),PreE(MeV),PostE(MeV),PreZ(mm),PostZ(mm),Transmission
9,1,G4_AIR,253.118,0.0370744,1020.16,1020.12,-99.8798,-310.284,1
9,1,G4_AIR,163.056,0.0262918,1020.12,1020.09,-310.284,-445.822,1
9,1,G4_AIR,109.465,0.0157691,1020.09,1020.08,-445.822,-536.804,1
9,1,G4_AIR,88.2453,0.012525,1020.08,1020.06,-536.804,-610.144,1
9,1,G4_AIR,93.6516,0.0101264,1020.06,1020.05,-610.144,-687.972,1
9,1,G4_AIR,11.3952,0.00114838,1020.05,1020.04,-687.972,-697.441,1
9,1,G4_AIR,99.1362,0.0153387,1020.04,1020.03,-697.441,-779.828,1
9,1,G4_AIR,27.241,0.00768315,1020.03,1020.02,-779.828,-802.467,1
9,1,G4_AIR,77.9673,0.0117748,1020.02,1020,-802.467,-867.264,1
9,1,G4_AIR,33,0.00263682,1020,1020,-867.264,-894.686,1
9,1,G4_AIR,152.941,0.024347,1020,1019.97,-894.686,-1021.77,1
9,1,G4_AIR,126.003,0.0199534,1019.97,1019.95,-1021.77,-1126.48,1
9,1,G4_AIR,46.3492,0.00976128,1019.95,1019.94,-1126.48,-1165,1
9,1,G4_AIR,69.7119,0.0103468,1019.94,1019.86,-1165,-1222.92,1
9,1,G4_AIR,97.2941,0.0144613,1019.86,1019.85,-1222.92,-1303.77,1
9,1,G4_AIR,387.2,0.0588226,1019.85,1019.78,-1303.77,-1625.5,1
9,1,G4_AIR,146.564,0.0210261,1019.78,1019.76,-1625.5,-1747.26,1
9,1,G4_AIR,379.36,0.0517423,1019.76,1019.7,-1747.26,-2062.44,1
9,1,G4_AIR,4.26017,0.000379701,1019.7,1019.7,-2062.44,-2065.98,1
9,1,G4_AIR,17.4818,0.00130275,1019.7,1019.7,-2065.98,-2080.5,1
9,1,G4_AIR,38.9877,0.0061695,1019.7,1019.69,-2080.5,-2112.9,1
9,1,G4_AIR,16.2119,0.00145801,1019.69,1019.69,-2112.9,-2126.38,1
9,1,G4_AIR,143.341,0.019575,1019.69,1019.67,-2126.38,-2245.5,0
9,45,G4_AIR,0.211973,0.0023658,0.0023658,0,-2126.38,-2126.35,0
9,44,G4_AIR,0.0657698,0.0011042,0.0011042,0,-2112.9,-2112.9,0
9,43,G4_AIR,0.0704263,0.00115738,0.00115738,0,-2080.5,-2080.51,0
9,42,G4_AIR,0.155273,0.00194828,0.00194828,0,-2065.98,-2066,0
9,41,G4_AIR,0.20175,0.00229497,0.00229497,0,-2062.44,-2062.4,0
9,40,G4_AIR,0.196117,0.00225518,0.00225518,0,-1747.26,-1747.22,0
9,39,G4_AIR,1.42158,0.00304133,0.00754941,0.00450809,-1625.5,-1625.67,1
9,39,G4_AIR,0.638081,0.00450809,0.00450809,0,-1625.67,-1625.78,0
9,38,G4_AIR,0.29492,0.00288595,0.00288595,0,-1303.77,-1303.84,0
9,37,G4_AIR,14.9364,0.00843336,0.0648501,0.0552391,-1222.92,-1218.9,1
9,37,G4_AIR,13.7196,0.00512072,0.0552391,0.0501184,-1218.9,-1210.46,1
9,37,G4_AIR,3.02306,0.000973106,0.0501184,0.0491453,-1210.46,-1209.98,1
9,37,G4_AIR,11.4064,0.00580913,0.0491453,0.0433361,-1209.98,-1208.73,1
9,37,G4_AIR,9.39801,0.00940824,0.0433361,0.0339279,-1208.73,-1208.84,1
9,37,G4_AIR,0.521205,0.000426553,0.0339279,0.0335013,-1208.84,-1208.74,1
9,37,G4_AIR,5.78382,0.0036149,0.0335013,0.0265554,-1208.74,-1207.78,1
9,37,G4_AIR,4.74642,0.00409412,0.0265554,0.0224613,-1207.78,-1209.22,1
9,37,G4_AIR,1.4831,0.00249279,0.0224613,0.0183985,-1209.22,-1210.19,1
9,37,G4_AIR,2.16065,0.00133981,0.0183985,0.0151265,-1210.19,-1211.63,1
9,37,G4_AIR,2.59766,0.00458934,0.0151265,0.0105371,-1211.63,-1213.19,1
9,37,G4_AIR,0.221262,0.00055393,0.0105371,0.00892231,-1213.19,-1213.34,1
9,37,G4_AIR,1.6652,0.00515978,0.00892231,0.00376253,-1213.34,-1214.16,1
9,37,G4_AIR,0.193856,0.00102483,0.00376253,0.00273771,-1214.16,-1214.25,1
9,37,G4_AIR,0.269853,0.00273771,0.00273771,0,-1214.25,-1214.18,0
9,50,G4_AIR,0.0620809,0.00106089,0.00106089,0,-1213.34,-1213.34,0
9,49,G4_AIR,0.153264,0.00193224,0.00193224,0,-1211.63,-1211.65,0
9,48,G4_AIR,0.111092,0.00156998,0.00156998,0,-1210.19,-1210.16,0
9,47,G4_AIR,0.376821,0.00333102,0.00333102,0,-1207.78,-1207.7,0
9,46,G4_AIR,0.0722401,0.00117768,0.00117768,0,-1218.9,-1218.92,0
9,36,G4_AIR,0.32843,0.00307456,0.00307456,0,-1165,-1165.05,0
9,35,G4_AIR,0.362992,0.00325944,0.00325944,0,-1126.48,-1126.57,0
9,34,G4_AIR,0.077071,0.00123067,0.00123067,0,-1021.77,-1021.76,0
9,33,G4_AIR,0.096315,0.00142896,0.00142896,0,-894.686,-894.676,0
9,32,G4_AIR,0.102093,0.00148513,0.00148513,0,-867.264,-867.283,0
9,31,G4_AIR,0.0564278,0.000992204,0.000992204,0,-802.467,-802.479,0
9,30,G4_AIR,0.104376,0.00150696,0.00150696,0,-779.828,-779.809,0
9,29,G4_AIR,0.66536,0.00461669,0.00461669,0,-697.441,-697.308,0
9,28,G4_AIR,0.746786,0.00492891,0.00492891,0,-687.972,-688.134,0
9,27,G4_AIR,0.0681677,0.00113179,0.00113179,0,-610.144,-610.139,0
9,26,G4_AIR,0.0872121,0.00133749,0.00133749,0,-536.804,-536.802,0
9,25,G4_AIR,0.196401,0.0022572,0.0022572,0,-445.822,-445.87,0
9,24,G4_AIR,0.0709185,0.00116291,0.00116291,0,-310.284,-310.299,0
9,23,G4_AIR,2.43845,0.00285231,0.0140846,0.0112323,-99.8798,-99.3078,1
9,23,G4_AIR,0.759235,0.00146959,0.0112323,0.00829578,-99.3078,-99.0708,1
9,23,G4_AIR,1.55947,0.00829578,0.00829578,0,-99.0708,-98.8285,0
9,51,G4_AIR,0.100201,0.0014669,0.0014669,0,-99.0708,-99.0688,0
9,22,G4_AIR,0.266558,0.00271771,0.00271771,0,-62.9207,-62.9152,0
9,21,G4_AIR,0.0684155,0.00113461,0.00113461,0,3.71855,3.71545,0
9,20,G4_AIR,0.0898971,0.00136487,0.00136487,0,8.75701,8.77115,0
9,19,G4_AIR,0.166323,0.00203477,0.00203477,0,17.0849,17.0527,0
9,18,G4_AIR,0.10512,0.00151403,0.00151403,0,117.09,117.11,0
9,17,G4_AIR,0.115196,0.00160768,0.00160768,0,124.557,124.562,0
9,16,G4_AIR,0.0628717,0.00107027,0.00107027,0,182.975,182.988,0
9,15,G4_AIR,0.0701078,0.00115379,0.00115379,0,186.338,186.35,0
9,14,G4_AIR,0.0881097,0.00134668,0.00134668,0,254.608,254.596,0
9,13,G4_AIR,0.0815042,0.00127806,0.00127806,0,369.878,369.877,0
9,12,G4_AIR,0.678169,0.00466696,0.00466696,0,370.298,370.307,0
9,11,G4_AIR,0.270289,0.00274035,0.00274035,0,447.029,447.005,0
9,10,G4_AIR,0.146066,0.00187398,0.00187398,0,550.987,550.995,0
9,9,G4_AIR,0.283767,0.00282081,0.00282081,0,694.13,694.15,0
9,8,G4_AIR,0.119136,0.00164331,0.00164331,0,719.654,719.646,0
9,7,G4_AIR,0.153258,0.00193219,0.00193219,0,942.695,942.661,0
9,6,G4_AIR,0.136493,0.00179439,0.00179439,0,947.732,947.746,0
9,5,G4_AIR,0.671875,0.00464232,0.00464232,0,961.265,961.189,0
9,4,G4_AIR,0.100346,0.00146829,0.00146829,0,1023.28,1023.26,0
9,3,G4_AIR,0.0601236,0.00103744,0.00103744,0,1170.77,1170.77,0
9,2,G4_AIR,0.834429,0.00524731,0.00524731,0,1449.98,1449.97,0
